d0	d7	d21
ENSMUSG00000020889	0.787136408998705	0.992156522616155	1.01063095143818
ENSMUSG00000002289	1.15145024280771	1.05607228886606	1.04891368008865
ENSMUSG00000058914	0.82093458135801	0.966502428290002	0.911520068717152
ENSMUSG00000022425	0.892422608996298	1.00310128691279	0.985764718565782
ENSMUSG00000032291	0.726052421810778	1.2474991348307	1.03668098105962
ENSMUSG00000003038	0.905296997825717	0.977199200574702	0.937705078912946
ENSMUSG00000030074	0.820763677900652	0.994788264386635	0.931410093865381
ENSMUSG00000047281	0.470334973845219	0.887290396984286	0.923921364956993
ENSMUSG00000034648	0.875101486084035	0.999610992364274	0.935139145550493
ENSMUSG00000059824	0.667489579575344	1.00620190544949	1.03609957884571
ENSMUSG00000039883	0.823632726334698	0.999967863594658	0.901593141153963
ENSMUSG00000027996	0.683320906593848	1.12759352353617	1.04244156671532
ENSMUSG00000037318	0.786948677033163	1.00732979598236	0.881202674058195
ENSMUSG00000035385	0.847871706482569	1.05601742950822	1.00800849753564
ENSMUSG00000023169	0.78425644227819	0.999044593847047	0.992797443955904
ENSMUSG00000027993	1.10795994970996	0.978610156374681	1.02175648069219
ENSMUSG00000035373	0.813587611565391	1.03264442278299	1.00745541668393
ENSMUSG00000020592	0.890265909492242	1.03742203651904	0.977683410381091
ENSMUSG00000041828	1.08365894188122	0.927634627471672	1.00270853550008
ENSMUSG00000024900	1.1172118073881	1.00795588533076	1.00301185585065
ENSMUSG00000018819	0.898501594943335	1.00458802683111	1.01323246255926
ENSMUSG00000032013	0.686695227006346	0.963569084831425	0.896486765691242
ENSMUSG00000068747	1.11499393924245	1.05123195476059	0.997460686828772
ENSMUSG00000026077	1.35896884082917	1.01363529514835	0.980323632349991
ENSMUSG00000053469	1.43331779693526	1.03579194256403	1.09837130885279
ENSMUSG00000024538	0.892152598705597	1.00592983088737	0.995315102183597
ENSMUSG00000060572	0.878134468992496	0.99920316676479	1.02703734208577
ENSMUSG00000006342	1.10637607878648	1.08197765198979	1.02017231938086
ENSMUSG00000030659	0.888498592055361	0.968274375465725	0.994232848165094
ENSMUSG00000027107	0.871896092066644	1.04307836857609	0.932484783213563
ENSMUSG00000052296	1.17789657260283	1.08981421210341	1.03713550571374
ENSMUSG00000066113	1.0975216492597	1.0383697833318	1.03375414914606
ENSMUSG00000025930	0.864879763642034	1.04618373637282	1.00536093645416
ENSMUSG00000034161	0.846051062297649	0.978964597939437	1.04429420364815
ENSMUSG00000039748	0.65379221075945	1.05887927074421	0.959681749079309
ENSMUSG00000055937	0.511740099295231	1.05469809421922	0.877638858670772
ENSMUSG00000036777	0.795149510781787	1.02162134191882	0.847817365459456
ENSMUSG00000094777	0.726578550998699	1.02325074587251	0.852952523118897
ENSMUSG00000024922	0.546814442117138	1.00980929656824	0.998964377178095
ENSMUSG00000026278	0.88350911771828	1.03246062171525	0.901318031973829
ENSMUSG00000025092	1.1078871667675	1.00224491427805	1.05252142675665
ENSMUSG00000035199	0.897876233424612	1.02420240168873	0.943287553266016
ENSMUSG00000001403	0.767102223134383	1.0267554173394	0.880321747526766
ENSMUSG00000037443	0.846850693723979	0.893708043183775	0.980843781961772
ENSMUSG00000037820	1.09318636392386	1.07138239968113	1.02485801819542
ENSMUSG00000025324	1.11651054513872	1.01770281215707	1.03905491702859
ENSMUSG00000020218	0.878510813626878	1.11792988380035	1.08873087133513
ENSMUSG00000017631	1.10058693687929	0.99048850420147	0.978262687039995
ENSMUSG00000037138	1.11161305203	0.897617067429969	1.12160030896394
ENSMUSG00000054675	0.865607813074389	0.983766940127433	0.995862425104667
ENSMUSG00000027239	0.838611770770965	1.00581860719521	0.952127059312805
ENSMUSG00000016128	1.10624059896107	0.999430819120679	1.03700229163487
ENSMUSG00000021994	0.732441468949772	0.993214559370764	1.10408013999503
ENSMUSG00000032218	0.797991776474711	1.01165712501229	0.860077062218438
ENSMUSG00000017716	0.752983467575947	1.0180377955696	0.791404173394766
ENSMUSG00000027326	0.648100897348587	0.989207787235415	0.806475760506932
ENSMUSG00000083405	1.19621171121892	1.10608290980303	1.04201406114526
ENSMUSG00000024049	1.13403408454429	1.0465663757181	0.996716281116403
ENSMUSG00000040152	1.08492360554082	1.00863383465677	1.06598209420514
ENSMUSG00000042436	0.903740498451458	0.972036569814286	0.985485735429727
ENSMUSG00000040204	0.71387985414438	1.00773795417665	0.902099935411193
ENSMUSG00000020357	1.15904691227592	0.965429887399779	1.10509371663364
ENSMUSG00000049517	0.872216346833345	0.980858303440843	0.949900688051666
ENSMUSG00000030732	0.914581800435366	0.829768035829545	0.963700425206343
ENSMUSG00000003660	1.11290021457446	0.997362549846049	1.01423838007057
ENSMUSG00000015880	0.680862254127473	0.985187200348203	0.813114752342916
ENSMUSG00000025140	0.784409729467473	0.990211374878393	1.03337578539529
ENSMUSG00000033792	1.1034846354997	0.965892596927019	1.01813379967628
ENSMUSG00000021823	1.08116868625309	1.0216857109297	1.0192563473071
ENSMUSG00000035557	0.375959063282023	1.10345635255618	0.897423365298116
ENSMUSG00000001131	0.843137756898027	1.01009130183738	1.06488608391596
ENSMUSG00000030677	0.721268907920428	1.00261294195065	0.827348260503594
ENSMUSG00000038170	1.10134180024517	1.01990146922972	1.0272199965769
ENSMUSG00000090035	1.18932987691817	0.992780126086804	0.992629489056356
ENSMUSG00000041347	0.863119186065981	0.980867501447966	0.941084591384068
ENSMUSG00000049516	1.07522102819308	1.02396466371692	1.02907526445518
ENSMUSG00000029313	1.15095622823294	1.02319596286147	1.0549256875616
ENSMUSG00000079523	0.816805493276633	1.05161002349385	0.951702034891072
ENSMUSG00000022371	0.816899349089361	0.99959607405889	1.00193994244111
ENSMUSG00000005611	1.12389538404231	1.04353629200659	1.00795798663986
ENSMUSG00000040433	1.09162102856669	0.984498839516502	1.02291659184835
ENSMUSG00000023505	0.745949836059214	1.00736507247239	0.836316321734131
ENSMUSG00000029380	0.922011816716108	1.00625703750189	0.974143914563081
ENSMUSG00000032518	0.870054612894616	0.99512914776856	0.971299181925887
ENSMUSG00000039959	1.14985253214753	0.974670239001197	0.993438880579817
ENSMUSG00000039523	1.0952996469934	1.0236611941536	1.05136700995851
ENSMUSG00000020649	0.854432083364235	1.01055161675631	0.984738024583733
ENSMUSG00000020788	1.11306021583519	1.01277608534409	1.01105859758804
ENSMUSG00000021775	0.918804315812656	0.995561124458834	1.02632961409622
ENSMUSG00000049641	0.871803433878234	1.01018739321367	0.94417908880127
ENSMUSG00000045128	0.817834757985406	0.968567808255468	0.964899386348678
ENSMUSG00000041431	0.810048274760208	1.03977445856558	0.821316012083113
ENSMUSG00000040648	1.12304942653795	0.971719123701913	0.993852933582428
ENSMUSG00000034354	1.10895176458761	1.00605850333708	1.04934155625537
ENSMUSG00000023232	0.86928379656053	1.0444741477775	0.933267870664869
ENSMUSG00000073557	1.11441991855035	1.03347498423826	1.00713415219584
ENSMUSG00000054196	0.782306456920495	0.985076107029891	1.00256939813779
ENSMUSG00000004508	1.15773204381825	0.979274697524664	1.04367822327652
ENSMUSG00000037709	1.18629629029521	0.993473927835503	0.971150581911187
ENSMUSG00000051879	0.315163208205945	1.0125898566782	0.851219528502281
ENSMUSG00000057454	0.572330273011294	1.05890571192385	1.01997362418338
ENSMUSG00000032262	0.808509555530362	0.94725523541933	0.9607402265884
ENSMUSG00000027715	0.838887977603743	1.01008892416206	0.804423921148631
ENSMUSG00000031519	0.922986973309936	0.998952419606981	1.00169365588383
ENSMUSG00000034731	1.16340466598558	1.02777863038712	1.0199282695473
ENSMUSG00000000567	0.910976389058311	1.0228509560682	0.967305032335601
ENSMUSG00000022676	0.866416386758219	0.96739151513774	0.961851171017594
ENSMUSG00000040952	0.922785015955244	0.971826103105644	0.95761008399739
ENSMUSG00000022324	1.08951298520565	1.04552671560873	1.01761192192038
ENSMUSG00000018604	1.16112563740968	1.0528181188532	1.01345697644306
ENSMUSG00000026100	0.66912271997689	0.899560482715072	1.22902822103881
ENSMUSG00000022464	0.779753280904708	1.08687292022585	0.993861403979697
ENSMUSG00000001506	0.915495927586111	1.01366022506898	1.00360663091681
ENSMUSG00000019907	1.17789769030865	1.08336497491253	0.964827016371684
ENSMUSG00000058230	1.1105049852523	0.992400784137408	1.00687185433961
ENSMUSG00000022801	1.10691827313103	0.974338638380586	1.00639915640908
ENSMUSG00000051339	1.15884320472452	1.04318412059462	1.05698281199937
ENSMUSG00000059291	0.910473631736043	0.976634449547838	0.953641139224096
ENSMUSG00000027875	1.12065134070874	0.952847008085013	1.03548189514826
ENSMUSG00000073700	1.08520821097241	1.05759597846427	1.0645613589161
ENSMUSG00000056851	0.754820065769811	0.991826751566859	0.94795882232916
ENSMUSG00000054641	1.10933733404296	0.973560103448263	1.09554362503594
ENSMUSG00000068220	0.904490764161317	1.02228753797248	0.965284626285655
ENSMUSG00000025574	0.810309008679119	1.02357113847007	0.968771323371083
ENSMUSG00000101939	0.473390912234641	0.511956324100412	0.865511796026151
ENSMUSG00000033306	1.08892051642533	1.02560636400726	1.0172151627226
