d0	d7	d21
ENSMUSG00000032291	0.726052421810778	1.2474991348307	1.03668098105962
ENSMUSG00000037443	0.846850693723979	0.893708043183775	0.980843781961772
ENSMUSG00000020218	0.878510813626878	1.11792988380035	1.08873087133513
ENSMUSG00000037138	1.11161305203	0.897617067429969	1.12160030896394
ENSMUSG00000030732	0.914581800435366	0.829768035829545	0.963700425206343
ENSMUSG00000101939	0.473390912234641	0.511956324100412	0.865511796026151
ENSMUSG00000049685	0.381455795313764	0.755466489885361	0.973984801898187
ENSMUSG00000061397	0.782039747157273	0.873496033575037	1.05530683111685
ENSMUSG00000020583	0.871319377072904	1.11974103054238	1.15384225272058
ENSMUSG00000029304	0.902428761115024	1.08848087724568	1.03528845403891
ENSMUSG00000045573	1.13584413877364	1.20469863856154	0.929943518162424
ENSMUSG00000079013	0.567643962271239	0.775529967464575	1.00853892739074
ENSMUSG00000066364	0.561131325887739	0.757785757350051	0.892187262498017
ENSMUSG00000024011	0.806122600297464	0.865423919457802	0.997277733479487
ENSMUSG00000005220	0.701372267074181	1.19730620100713	1.07034095837683
ENSMUSG00000071019	0.660826794887522	0.87509410675417	0.943236475707115
ENSMUSG00000089960	0.68491036949172	0.842622902619649	0.882719133614088
ENSMUSG00000021214	0.713240855793759	0.790698863426502	0.599313801022239
ENSMUSG00000022376	1.28322262676353	0.882123784076715	1.20082141748252
ENSMUSG00000020701	0.806358982551919	1.13697837442236	1.017173500767
ENSMUSG00000032172	1.30703521969375	0.749389714439186	1.26030882435953
ENSMUSG00000030739	1.11086390913459	0.746023362543774	1.04598882532407
ENSMUSG00000000889	1.2165760915182	0.798261343090241	1.07396340104923
ENSMUSG00000034607	0.839715365802029	0.850999339876698	0.91841988760873
ENSMUSG00000039323	0.832205879403119	1.23188392899468	0.82229981715618
ENSMUSG00000049134	1.14413200845318	1.13736528939041	1.06357947844141
ENSMUSG00000027380	0.820517930524036	0.888323572206709	0.956720605510215
ENSMUSG00000100622	1.63035230229105	1.97454881219245	1.37594555590589
ENSMUSG00000030017	0.895509425048818	1.25329597284846	1.03391483063426
ENSMUSG00000028893	0.703138812893176	0.63548361327113	0.891663541328411
ENSMUSG00000033458	0.877263157552655	1.19124552800399	1.09445960730779
ENSMUSG00000009216	1.2415846487254	0.750726974221697	1.14804803352955
ENSMUSG00000026725	0.854137993899901	1.34999337325222	0.882668232142717
ENSMUSG00000030827	0.880734079950402	1.18888333080364	1.08309268924691
ENSMUSG00000017737	1.19145733422989	1.27068291754671	0.916943119772093
ENSMUSG00000094651	0.887859784591581	1.18543734555426	0.889650737580562
ENSMUSG00000034926	0.980897896613971	0.869384696068713	0.858111909185402
