d0	d7	d21
ENSMUSG00000020889	-1.14149720174018	0.41995701020766	0.721540191532519
ENSMUSG00000002289	1.14933218647671	-0.47835075776941	-0.670981428707302
ENSMUSG00000022425	-1.12329327502181	0.79329111449683	0.33000216052498
ENSMUSG00000003038	-0.908536470130363	1.07145630351134	-0.162919833380974
ENSMUSG00000032291	-0.81622722576184	1.1154535855559	-0.299226359794065
ENSMUSG00000030074	-0.96121524645731	1.03472758991774	-0.0735123434604269
ENSMUSG00000041828	1.10785792039324	-0.835865338066665	-0.271992582326571
ENSMUSG00000046352	-1.14095194977597	0.724331381769936	0.416620568006033
ENSMUSG00000068747	1.09159239468534	-0.219729435928922	-0.871862958756415
ENSMUSG00000034648	-0.876500691334334	1.089257184009	-0.212756492674664
ENSMUSG00000025092	1.08235854538203	-0.889568400576598	-0.192790144805428
ENSMUSG00000006342	0.910737105670034	0.15938216352636	-1.07011926919639
ENSMUSG00000027993	1.1275972655951	-0.779189684066721	-0.34840758152838
ENSMUSG00000058914	-0.938449298983361	1.05187779238909	-0.113428493405728
ENSMUSG00000024900	1.15381044902513	-0.537648558959714	-0.616161890065412
ENSMUSG00000020592	-0.948278388371631	1.04473193302016	-0.0964535446485277
ENSMUSG00000020218	-1.15331220110099	0.625678800330298	0.527633400770688
ENSMUSG00000066113	1.15348281952244	-0.530828026092367	-0.622654793430072
ENSMUSG00000018819	-1.15048463989601	0.489867733433521	0.660616906462484
ENSMUSG00000035385	-1.06134052385249	0.924582967130573	0.136757556721916
ENSMUSG00000039883	-0.808853802465987	1.11809113928702	-0.309237336821034
ENSMUSG00000020357	0.900996524340141	-1.0759212768931	0.174924752552957
ENSMUSG00000030659	-1.09891967856078	0.24240665975948	0.856513018801302
ENSMUSG00000030732	-0.0817920412089537	-0.9565920978692	1.03838413907815
ENSMUSG00000017631	1.15091881603696	-0.494592794579657	-0.656326021457302
ENSMUSG00000032013	-1.09417410701431	0.866598035563443	0.22757607145087
ENSMUSG00000027875	1.10497607143218	-0.842782560589921	-0.262193510842264
ENSMUSG00000037138	0.465125005275399	-1.14784609098651	0.682721085711108
ENSMUSG00000052296	1.10486158418056	-0.261809630005485	-0.843051954175075
ENSMUSG00000037820	0.964798951484843	0.0670295346040569	-1.0318284860889
ENSMUSG00000037318	-0.78524289805968	1.12579618487739	-0.340553286817711
ENSMUSG00000025324	1.1404201691644	-0.726994581016907	-0.413425588147491
ENSMUSG00000024538	-1.14083571350406	0.724918361913852	0.415917351590211
ENSMUSG00000035373	-1.12937411423959	0.772979117852193	0.356394996387402
ENSMUSG00000059824	-1.13288510151411	0.372978057695603	0.759907043818507
ENSMUSG00000024049	1.11964759180102	-0.315299865311651	-0.804347726489373
ENSMUSG00000005611	1.13137481017423	-0.365704207849379	-0.765670602324846
ENSMUSG00000016128	1.11601361546574	-0.814687947615241	-0.301325667850501
ENSMUSG00000051339	1.15200373160528	-0.644306710254816	-0.507697021350462
ENSMUSG00000021823	1.15305802709435	-0.52321025873276	-0.629847768361593
