Category	Term	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
GOTERM_BP_DIRECT	GO:0003007~heart morphogenesis	4	4.040404040404041	0.00399028495646451	ASXL2, TBX3, ZMIZ1, FLNA	91	64	18082	12.418956043956046	0.9241412684307637	0.9241412684307637	5.789228280493585
GOTERM_BP_DIRECT	GO:0035556~intracellular signal transduction	7	7.07070707070707	0.014804156689320327	ABR, GAB2, DGKD, DSTYK, MYO9B, DGKH, ASB4	91	400	18082	3.4773076923076927	0.9999336168010097	0.9918524114616446	19.945323276058357
GOTERM_BP_DIRECT	GO:0001974~blood vessel remodeling	3	3.0303030303030303	0.019382439283388803	ATP7A, TGM2, FLNA	91	43	18082	13.863020700230004	0.999996709327001	0.985125984060266	25.318277577935554
GOTERM_BP_DIRECT	GO:0072383~plus-end-directed vesicle transport along microtubule	2	2.0202020202020203	0.019762779322098002	KIF13A, FYCO1	91	4	18082	99.35164835164836	0.9999974377766424	0.9599913178365669	25.749150601434078
GOTERM_BP_DIRECT	GO:0048286~lung alveolus development	3	3.0303030303030303	0.02382788564943323	ATP7A, FLT4, MAPK8IP3	91	48	18082	12.418956043956044	0.9999998243992935	0.9554440967972192	30.21175493313707
GOTERM_BP_DIRECT	GO:0097485~neuron projection guidance	2	2.0202020202020203	0.0294988315507505	PLXNA1, ARHGAP35	91	6	18082	66.23443223443223	0.9999999959030527	0.9599984583279977	36.02042012480781
GOTERM_BP_DIRECT	GO:0051005~negative regulation of lipoprotein lipase activity	2	2.0202020202020203	0.0294988315507505	SORT1, ANGPTL4	91	6	18082	66.23443223443223	0.9999999959030527	0.9599984583279977	36.02042012480781
GOTERM_BP_DIRECT	GO:0048251~elastic fiber assembly	2	2.0202020202020203	0.03433093517854292	ATP7A, THSD4	91	7	18082	56.7723704866562	0.9999999998362181	0.9600020284967903	40.6106361566621
GOTERM_BP_DIRECT	GO:0051592~response to calcium ion	3	3.0303030303030303	0.04515315726573584	TRPC3, PENK, THBS1	91	68	18082	8.766321913380738	0.9999999999998859	0.975892294045638	49.7999863818374
GOTERM_BP_DIRECT	GO:0046339~diacylglycerol metabolic process	2	2.0202020202020203	0.048684951296214356	DGKD, DGKH	91	10	18082	39.74065934065934	0.9999999999999896	0.9720372665192372	52.499325023633126
GOTERM_BP_DIRECT	GO:0044319~wound healing, spreading of cells	2	2.0202020202020203	0.06282794049800003	ARHGAP35, FLNA	91	13	18082	30.56973795435334	1.0	0.9847823732246629	62.009523249455114
GOTERM_BP_DIRECT	GO:0016477~cell migration	4	4.040404040404041	0.07001841826619472	DOCK1, GAB2, ARHGAP35, THBS1	91	191	18082	4.161325585409355	1.0	0.9858273724911839	66.13250792199241
GOTERM_BP_DIRECT	GO:0070588~calcium ion transmembrane transport	3	3.0303030303030303	0.07123332569853297	TRPC3, ATP2A3, TRPV1	91	88	18082	6.773976023976025	1.0	0.9811643319002579	66.78645543162894
GOTERM_BP_DIRECT	GO:0009268~response to pH	2	2.0202020202020203	0.07214087971338545	TG, TRPV1	91	15	18082	26.493772893772896	1.0	0.9756438323377732	67.26725603794651
GOTERM_BP_DIRECT	GO:0051260~protein homooligomerization	4	4.040404040404041	0.0752827902087731	DGKD, TGM2, CPT1A, ANGPTL4	91	197	18082	4.034584704635466	1.0	0.9728366505319095	68.88207976034076
GOTERM_BP_DIRECT	GO:2000785~regulation of autophagosome assembly	2	2.0202020202020203	0.07676297086679951	MTMR3, AMBRA1	91	16	18082	24.83791208791209	1.0	0.96775456521811	69.61679694541128
GOTERM_BP_DIRECT	GO:0006629~lipid metabolic process	6	6.0606060606060606	0.078905583113065	CPT1B, MTMR3, HMGCS2, TRPV1, GPAM, CPT1A	91	459	18082	2.597428715075774	1.0	0.9636075711016049	70.65169842119265
GOTERM_BP_DIRECT	GO:0048266~behavioral response to pain	2	2.0202020202020203	0.09953408429725852	TRPV1, THBS1	91	21	18082	18.92412349555207	1.0	0.9812744327362474	79.06551220754329
