d0	d7	d21
ENSMUSG00000020889	1.26650731017207	1.007951652316	1.0029236158176
ENSMUSG00000047281	2.15745217697988	1.12605757407271	0.992138638641745
ENSMUSG00000022425	1.1229229430811	0.997197559386296	1.00204647208642
ENSMUSG00000032291	1.36278168633677	0.80392779347352	1.00409213299757
ENSMUSG00000002289	0.864214306626713	0.946977790624586	0.988736808697294
ENSMUSG00000059824	1.4766073398367	0.993597702809203	1.02132214532752
ENSMUSG00000026077	0.745681930703287	0.987248335986147	0.967965118458671
ENSMUSG00000025930	1.15021438290331	0.955932847987927	1.01626611914208
ENSMUSG00000073557	0.902003054619274	0.968054918987704	0.967106264564734
ENSMUSG00000027996	1.44972879803331	0.887468912265431	0.985113743562578
ENSMUSG00000039959	0.875050413076261	1.02647405182438	0.977810523468951
ENSMUSG00000020788	0.902475734413557	0.987778789306592	0.968199372898583
ENSMUSG00000024049	0.886303196867936	0.955993582726122	0.976643850161649
ENSMUSG00000024538	1.11866069216163	0.994201234566442	1.00842619871699
ENSMUSG00000037443	1.18543326560435	1.11908672570152	1.00239299544379
ENSMUSG00000034161	1.1745714689355	1.02136569983429	0.986132133767844
ENSMUSG00000035385	1.17918982581795	0.947227952508626	0.990040094895044
ENSMUSG00000041828	0.922227974400635	1.07817875460533	0.999528910513044
ENSMUSG00000030074	1.22095830959681	1.00552034455211	1.04780628973584
ENSMUSG00000037820	0.916396360169766	0.933591527789175	0.969464109572767
ENSMUSG00000006342	0.904861100092336	0.924550634804493	0.975785585308581
ENSMUSG00000023169	1.2709029726339	1.00110262389897	1.01489866233558
ENSMUSG00000035373	1.22935878443028	0.96876284541011	0.982860510066606
ENSMUSG00000068747	0.901198232672774	0.951695534193693	0.972581809052189
ENSMUSG00000027993	0.902387204832248	1.02201601971952	0.982104181807785
ENSMUSG00000066113	0.910267513539487	0.963246804348052	0.973081050625395
ENSMUSG00000024900	0.894511267911306	0.992264871262152	1.00329602095361
ENSMUSG00000018819	1.11096014482796	0.995548499233862	0.996541293279964
ENSMUSG00000026100	1.44063629819346	1.10868307095303	0.945345599716653
ENSMUSG00000052296	0.849600750124107	0.917893690158104	0.96715405086816
ENSMUSG00000030659	1.12511685663486	1.03287295239705	1.00300129842862
ENSMUSG00000058914	1.22458905473252	1.03498532542356	1.05632298921181
ENSMUSG00000053469	0.704284892548383	0.966260643199195	0.890853796106831
ENSMUSG00000034648	1.15085337579538	1.00082948429755	1.02206423232312
ENSMUSG00000020592	1.1246607508686	0.964168131453874	1.01108902520882
ENSMUSG00000001403	1.32309162037701	0.974537802261084	1.04651948080563
ENSMUSG00000039883	1.21659053719327	1.00027399261681	1.07924983661334
ENSMUSG00000050315	0.914675855283029	0.962898148940804	0.969191375676183
ENSMUSG00000083405	0.834127517701079	0.904612085582173	0.972763040763575
ENSMUSG00000060572	1.13665811526846	1.00091098387738	0.984930767377341
ENSMUSG00000005611	0.892752616382625	0.958618487767049	0.975531702254659
ENSMUSG00000020218	1.12663012865828	0.894766838454698	0.976740409398095
ENSMUSG00000035199	1.11236128206278	0.976517788716688	1.06659468748999
ENSMUSG00000039748	1.49489356631085	0.945126211308747	0.998019763107924
ENSMUSG00000037318	1.27600355774003	0.993147039614119	1.08566005546191
ENSMUSG00000055937	1.92303358506541	0.952034662173487	1.07207148080311
ENSMUSG00000049516	0.928004697415738	0.976677912722715	0.984359422460408
ENSMUSG00000054675	1.15362868268153	1.0166067057281	1.00295625396518
ENSMUSG00000025092	0.901042388753171	0.997864840475251	0.96415923414295
ENSMUSG00000019932	1.0858264307695	0.980934286086515	0.988719856217365
ENSMUSG00000027107	1.14726436182738	0.958905433214553	1.05800279238913
ENSMUSG00000004098	0.925440535903923	1.01810822363632	0.964782097767037
ENSMUSG00000032013	1.46134680187308	1.03636398344577	1.02467030089352
ENSMUSG00000021994	1.35826106551085	1.00692281960606	0.924101337637732
ENSMUSG00000020649	1.16594070249824	0.989627991215295	1.02630792370482
ENSMUSG00000035557	2.69414829571156	0.909659545744181	0.993955606293886
ENSMUSG00000030732	1.09268681339875	1.20479253458342	1.03513511082956
ENSMUSG00000033792	0.906705752868261	1.03546922290401	0.980661217221095
ENSMUSG00000038244	0.909331650626497	0.926845781951162	0.967133120674754
ENSMUSG00000021823	0.925142919398134	0.978959527520101	0.981704360159377
ENSMUSG00000025324	0.895517029788206	0.982813901809406	0.969767509368474
ENSMUSG00000017631	0.912055304915649	1.0099854377307	0.996846272741399
ENSMUSG00000079523	1.22851294626392	0.951226748835832	1.02834639008116
ENSMUSG00000032911	0.914963984635458	0.973428614718997	0.960853631213769
ENSMUSG00000040433	0.91512035543608	1.01588391969185	0.981397329753346
ENSMUSG00000029708	0.903112400170178	0.978325732488947	0.964502335950555
ENSMUSG00000003660	0.898564086859099	1.00282784726287	0.990386180973662
ENSMUSG00000090035	0.841894144382262	1.00748317537597	1.00247064686189
ENSMUSG00000022324	0.915758035338208	0.956589679528126	0.99652098412185
ENSMUSG00000025140	1.26265443527852	1.00980558086043	1.00352001111446
ENSMUSG00000038170	0.90829919495294	0.980707990373061	0.974828548218023
ENSMUSG00000016128	0.901050653962311	1.00059747718634	0.987200873466811
ENSMUSG00000049641	1.14235650712607	0.990014040983332	1.07600541022082
ENSMUSG00000003038	1.10877505630686	1.02364835364554	1.03441322366528
ENSMUSG00000027239	1.19214611140132	0.994435407726607	1.0334227648699
ENSMUSG00000027326	1.54123077188131	1.01135563634071	1.14156658184542
ENSMUSG00000054196	1.26885099245799	1.01517339328774	1.0038093145706
ENSMUSG00000079243	0.902653814319626	0.949303031283971	0.970972008232994
ENSMUSG00000037709	0.84700956478695	1.00699548275426	1.00483577692686
ENSMUSG00000022371	1.22138134876457	1.0005649553891	1.00514642234426
ENSMUSG00000045128	1.22747528602649	1.03279189733855	1.0087391081251
ENSMUSG00000034354	0.902750091203971	0.994224004352611	0.953748593439433
