d0	d7	d21
ENSMUSG00000020889	1.15453995743146	-0.56059319783268	-0.593946759598779
ENSMUSG00000047281	1.14831663000168	-0.469150277469518	-0.679166352532167
ENSMUSG00000022425	1.15403145678916	-0.611053171832811	-0.542978284956354
ENSMUSG00000032291	1.08016394260231	-0.89354256716211	-0.186621375440195
ENSMUSG00000002289	-1.09023626995303	0.215666079649517	0.874570190303511
ENSMUSG00000059824	1.15319130806907	-0.627706858730432	-0.525484449338634
ENSMUSG00000026077	-1.15171872475661	0.647678470446764	0.504040254309849
ENSMUSG00000025930	1.10028235589234	-0.853512325196529	-0.246770030695813
ENSMUSG00000073557	-1.15460993270751	0.589832035838456	0.56477789686905
ENSMUSG00000027996	1.13935095674648	-0.732185625812279	-0.407165330934202
ENSMUSG00000039959	-1.09601322813352	0.862754533547189	0.23325869458633
ENSMUSG00000020788	-1.12664638080145	0.782414380251535	0.344232000549914
ENSMUSG00000024049	-1.12689740112572	0.345327895727385	0.781569505398333
ENSMUSG00000024538	1.14838969440993	-0.678601898354765	-0.469787796055168
ENSMUSG00000037443	0.897071688620968	0.18110436176442	-1.07817605038538
ENSMUSG00000034161	1.13670852920258	-0.392512603642959	-0.744195925559618
ENSMUSG00000035385	1.13720443873493	-0.742022369266984	-0.395182069467953
ENSMUSG00000041828	-0.997104375303711	1.00287068677978	-0.00576631147607424
ENSMUSG00000030074	1.1347211298124	-0.752579268518865	-0.382141861293535
ENSMUSG00000037820	-0.865004325134141	-0.229936995487786	1.09494132062192
ENSMUSG00000006342	-0.824975895268283	-0.287198467247357	1.11217436251564
ENSMUSG00000023169	1.15350998605712	-0.622153605891483	-0.531356380165638
ENSMUSG00000035373	1.15336417910261	-0.62477889580936	-0.528585283293248
ENSMUSG00000068747	-1.10696813093793	0.268938519350507	0.838029611587415
ENSMUSG00000027993	-1.09096426284124	0.873121770204535	0.217842492636703
ENSMUSG00000066113	-1.14240634321999	0.425666886690903	0.716739456529085
ENSMUSG00000024900	-1.14979118634687	0.482780606068803	0.66701058027807
ENSMUSG00000018819	1.15466822030984	-0.584815804807727	-0.569852415502118
ENSMUSG00000026100	1.09257476765093	-0.22269770101809	-0.869877066632845
ENSMUSG00000052296	-1.04939390186845	0.107468801067774	0.941925100800677
ENSMUSG00000030659	1.12246709439548	-0.326604656181456	-0.795862438214023
ENSMUSG00000058914	1.14859185950549	-0.677021560479904	-0.471570299025585
ENSMUSG00000053469	-1.10865660083166	0.833900126740114	0.274756474091544
ENSMUSG00000034648	1.14478296665345	-0.703173628304908	-0.441609338348542
ENSMUSG00000020592	1.10705301973467	-0.837824256292206	-0.269228763442468
ENSMUSG00000001403	1.13239854143694	-0.761788527871357	-0.370610013565583
ENSMUSG00000039883	1.07694900359534	-0.899217669080501	-0.177731334514841
ENSMUSG00000050315	-1.14825589315074	0.468622956724461	0.679632936426282
