Category	Term	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
GOTERM_BP_DIRECT	GO:0030574~collagen catabolic process	4	8.888888889	1.55E-05	"MMP10, MMP9, MMP3, MMP13"	38	24	18082	79.30701754	0.004838869	0.004838869	0.020840649
GOTERM_BP_DIRECT	GO:0001503~ossification	4	8.888888889	9.89E-04	"IBSP, MMP9, OSTN, SPP1"	38	96	18082	19.82675439	0.266239089	0.143401546	1.321405685
GOTERM_BP_DIRECT	GO:0001649~osteoblast differentiation	4	8.888888889	0.001581734	"IBSP, PENK, MYOC, SPP1"	38	113	18082	16.84396833	0.390718455	0.152240482	2.106524058
GOTERM_BP_DIRECT	GO:0034653~retinoic acid catabolic process	2	4.444444444	0.008160522	"CRABP1, CYP26A1"	38	4	18082	237.9210526	0.923059464	0.473329733	10.43492271
GOTERM_BP_DIRECT	GO:0007565~female pregnancy	3	6.666666667	0.011925711	"CORIN, IGFBP2, HPGD"	38	81	18082	17.62378168	0.976603851	0.528122928	14.90127845
GOTERM_BP_DIRECT	GO:0003417~growth plate cartilage development	2	4.444444444	0.018270096	"RARB, MMP13"	38	9	18082	105.7426901	0.996884683	0.617835473	21.96360881
GOTERM_BP_DIRECT	GO:0006508~proteolysis	5	11.11111111	0.030308668	"MMP10, CORIN, MMP9, MMP3, MMP13"	38	582	18082	4.087990595	0.999934493	0.747461784	33.89591714
GOTERM_BP_DIRECT	GO:0048384~retinoic acid receptor signaling pathway	2	4.444444444	0.036215257	"CYP26A1, RARB"	38	18	18082	52.87134503	0.999990323	0.76383293	39.11074597
GOTERM_BP_DIRECT	GO:0022617~extracellular matrix disassembly	2	4.444444444	0.044088057	"MMP3, MMP13"	38	22	18082	43.25837321	0.999999257	0.791561641	45.47048765
GOTERM_BP_DIRECT	GO:0070374~positive regulation of ERK1 and ERK2 cascade	3	6.666666667	0.056479171	"CCL8, FGF21, PLA2G5"	38	188	18082	7.593225084	0.999999987	0.837922884	54.24676739
GOTERM_BP_DIRECT	GO:0031214~biomineral tissue development	2	4.444444444	0.057715152	"IBSP, SPP1"	38	29	18082	32.81669691	0.999999992	0.815767411	55.04632199
GOTERM_BP_DIRECT	GO:0030282~bone mineralization	2	4.444444444	0.069244926	"IBSP, MMP13"	38	35	18082	27.19097744	1	0.846140726	61.90623953
GOTERM_BP_DIRECT	GO:0051591~response to cAMP	2	4.444444444	0.099324004	"CITED1, PLA2G5"	38	51	18082	18.66047472	1	0.919434076	75.51088486
